"","Gender","LateForSchool","PossessionsOwnRoom","ParentsBelieveStudyingMathematicsIsImportant","WorryThatMathsWillBeDifficult","StudyMathsMoreThan2ExtraHoursADay","FamiliarityWithMathsConceptsLinearEquation","MathsTeachingTeacherHelps","ThinksTeachersTreatStudentsFair","MakeFriendsEasily","ThinksSchoolIsWasteOfTime","CouldPerformWellIfIWanted","MathScore","ReadScore","ScienceScore"
"382825","Male","Three or four times  ","No","Agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,481.4691,503.8438,559.2503
"382826","Female","None  ","Yes","Agree",NA,"Sometimes","Heard of it once or twice",NA,NA,NA,NA,NA,490.1153,548.2368,569.5076
"382827","Male","None  ","No",NA,"Disagree",NA,"Heard of it once or twice","Most Lessons","Agree","Disagree","Disagree","Agree",638.1913,603.0444,627.0421
"382828","Female","None  ","No",NA,"Strongly disagree",NA,"Heard of it often","Some Lessons","Agree","Agree","Strongly disagree","Agree",505.4604,522.7394,513.5584
"382829","Male","None  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Agree","Agree","Strongly disagree","Agree",359.5654,375.2118,359.7911
"382830","Male","None  ","Yes","Strongly agree",NA,"Sometimes","Heard of it once or twice",NA,NA,NA,NA,NA,603.8402,602.9643,599.0675
"382831","Female","None  ","No",NA,"Strongly disagree",NA,"Heard of it a few times","Most Lessons","Agree","Strongly agree","Disagree","Agree",585.3793,609.637,571.3726
"382832","Female","None  ","Yes","Agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,567.3859,575.8788,571.2794
"382833","Male","None  ","Yes",NA,"Agree",NA,"Heard of it often","Every Lesson","Strongly agree","Agree","Disagree","Strongly agree",494.7889,462.7041,481.8538
"382834","Male","None  ","Yes","Agree","Disagree","Often",NA,"Every Lesson","Agree","Strongly agree","Disagree","Agree",549.003,523.6519,516.7288
"382835","Male","One or two times  ","Yes","Agree","Agree","Never or rarely",NA,"Every Lesson","Agree","Strongly agree","Disagree","Agree",427.7224,468.5583,399.7949
"382836","Female","None  ","Yes",NA,"Agree",NA,"Heard of it a few times",NA,"Strongly agree","Agree","Disagree","Strongly agree",450.4674,529.1733,450.4289
"382837","Female","One or two times  ","Yes","Disagree",NA,"Sometimes","Heard of it once or twice",NA,NA,NA,NA,NA,508.1087,523.8515,479.0563
"382838","Male","None  ","No","Agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,448.0527,506.811,446.4192
"382839","Male","None  ","Yes",NA,"Strongly agree",NA,"Heard of it often","Every Lesson","Strongly agree","Strongly agree","Agree","Agree",458.2567,458.133,440.8243
"382840","Female","None  ","Yes","Strongly agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,539.2662,476.7489,442.0366
"382841","Female","None  ","Yes",NA,"Agree",NA,"Heard of it a few times","Never or Hardly Ever","Agree","Strongly agree","Strongly agree","Strongly agree",387.7629,464.8342,376.8557
"382842","Female","None  ","Yes","Agree",NA,"Sometimes",NA,"Most Lessons","Agree","Agree","Disagree",NA,473.0566,510.1099,419.0974
"382843","Female","None  ","No","Agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,432.5518,525.2018,467.5867
"382844","Female","None  ","No","Strongly agree","Disagree","Sometimes",NA,"Every Lesson","Strongly agree","Agree","Disagree","Strongly agree",552.1187,491.0465,500.8765
"382845","Male","One or two times  ","Yes","Strongly agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,511.0687,473.3699,445.4868
"382846","Female","None  ","Yes",NA,"Agree",NA,"Never heard of it","Some Lessons","Disagree","Agree","Disagree","Agree",512.8603,524.1692,457.7956
"382847","Female","None  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Most Lessons","Agree","Disagree","Disagree","Disagree",468.3829,513.5254,463.204
"382848","Female","None  ","Yes","Agree","Agree","Sometimes",NA,"Every Lesson","Agree","Agree","Disagree","Agree",482.0922,572.781,516.3558
"382849","Male","One or two times  ","Yes",NA,"Strongly disagree",NA,"Heard of it once or twice","Every Lesson","Agree","Strongly agree","Disagree","Strongly agree",584.4446,569.3628,566.0574
"382850","Male","None  ","No","Agree","Disagree","Often",NA,"Some Lessons","Disagree","Agree","Agree","Agree",516.7549,406.4075,464.0433
"382851","Male","None  ","Yes",NA,"Agree",NA,"Never heard of it","Most Lessons","Agree","Agree","Agree","Agree",552.3524,562.3858,512.6259
"382852","Female","None  ","No",NA,"Strongly disagree",NA,"Know it well,  understand the concept","Most Lessons","Agree","Agree","Disagree","Agree",645.1239,605.4271,564.8452
"382853","Male","None  ","Yes","Disagree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,583.5878,534.8791,536.6841
"382854","Male","One or two times  ","No",NA,"Agree",NA,"Heard of it once or twice","Some Lessons","Agree","Agree","Disagree","Agree",469.3955,477.0589,452.1074
"382855","Male","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Every Lesson","Agree","Disagree","Disagree","Agree",560.2197,545.2242,537.5233
"382856","Female","None  ","Yes","Agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,439.4843,459.1946,432.1522
"382857","Female","None  ","Yes","Agree","Agree","Never or rarely",NA,"Every Lesson","Agree","Strongly agree","Disagree","Agree",417.0509,460.6244,416.7661
"382858","Female","None  ","No","Agree","Strongly agree","Sometimes",NA,"Every Lesson","Disagree","Strongly disagree","Agree","Agree",432.4739,496.6066,449.0302
"382859","Female","None  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Agree","Agree","Disagree","Agree",579.6931,607.0157,618.9295
"382860","Male","None  ","Yes","Strongly disagree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,527.9716,517.2363,525.1212
"382861","Female","None  ","No","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,592.935,633.228,631.7978
"382862","Female","One or two times  ","Yes","Strongly agree",NA,"Often","Heard of it a few times",NA,NA,NA,NA,NA,536.3842,503.676,535.0988
"382863","Female","None  ","Yes","Strongly agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,621.0547,676.915,655.0168
"382864","Female","None  ","Yes","Disagree","Disagree","Never or rarely",NA,"Some Lessons","Agree","Agree","Disagree","Agree",522.3633,552.9232,539.7613
"382865","Male","None  ","Yes",NA,"Strongly agree",NA,"Heard of it once or twice","Most Lessons","Agree","Strongly disagree","Agree","Agree",469.1619,506.0091,525.401
"382866","Female","None  ","Yes",NA,"Agree",NA,"Know it well,  understand the concept","Most Lessons","Strongly agree","Agree","Strongly disagree","Agree",545.4198,567.2208,599.0675
"382867","Male","None  ","Yes","Agree","Disagree","Sometimes",NA,"Never or Hardly Ever","Agree","Strongly agree","Strongly agree","Strongly agree",515.8981,498.2302,590.9549
"382868","Female","None  ","Yes","Agree","Agree","Sometimes",NA,"Every Lesson","Strongly disagree","Strongly agree","Disagree","Agree",465.8903,527.0287,513.5584
"382869","Female","None  ","Yes","Strongly agree","Strongly agree","Often",NA,"Every Lesson","Strongly agree","Disagree","Disagree","Strongly agree",416.1941,499.2279,460.4066
"382870","Female","One or two times  ","Yes",NA,"Disagree",NA,"Heard of it often","Some Lessons","Agree","Strongly agree","Strongly disagree","Strongly agree",614.2,614.4028,621.727
"382871","Male","One or two times  ","No","Agree","Strongly disagree","Never or rarely",NA,"Most Lessons","Agree","Agree","Disagree","Agree",579.771,582.9958,634.1291
"382872","Male","None  ","Yes",NA,"Strongly disagree",NA,"Know it well,  understand the concept","Most Lessons","Disagree","Agree","Disagree","Strongly agree",526.0243,447.4671,507.3107
"382873","Female","None  ","No","Disagree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,503.8246,482.309,530.7162
"382874","Male","None  ","Yes","Agree",NA,"Never or rarely","Know it well,  understand the concept",NA,NA,NA,NA,NA,492.6079,486.5218,520.2723
"382875","Female","None  ","No","Agree",NA,"Sometimes","Heard of it often",NA,NA,NA,NA,NA,521.4286,483.6594,512.8124
"382876","Female","None  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Agree","Agree","Disagree","Agree",602.9833,550.0637,567.6427
"382877","Male","One or two times  ","Yes","Agree","Agree","Never or rarely",NA,"Most Lessons","Agree","Strongly agree","Disagree","Strongly agree",577.4342,520.4441,529.6904
"382878","Female","One or two times  ","No","Agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,514.2623,526.7904,588.9034
"382879","Female","None  ","Yes",NA,"Agree",NA,"Know it well,  understand the concept","Some Lessons","Agree","Agree","Disagree","Agree",604.8528,651.7354,606.8072
"382880","Male","One or two times  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Most Lessons","Agree","Agree","Agree","Agree",561.9333,460.9398,535.8448
"382881","Male","None  ",NA,NA,"Disagree",NA,"Heard of it once or twice","Most Lessons","Agree","Agree","Disagree","Agree",483.8838,450.6749,496.7736
"382882","Male","One or two times  ","Yes","Strongly agree","Agree","Never or rarely",NA,"Some Lessons","Disagree","Strongly agree","Disagree","Agree",526.4917,515.5522,610.5371
"382883","Female","None  ","Yes",NA,"Strongly disagree",NA,"Know it well,  understand the concept","Never or Hardly Ever","Strongly agree","Strongly agree","Strongly disagree","Agree",628.8441,665.7947,651.2868
"382884","Male","None  ","Yes",NA,"Disagree",NA,"Heard of it often","Every Lesson",NA,"Strongly agree","Strongly agree","Agree",516.5992,529.1853,534.7258
"382885","Male","Five or more times  ","Yes",NA,"Disagree",NA,"Heard of it a few times","Most Lessons","Agree","Agree","Agree","Agree",605.7096,568.4806,570.5334
"382886","Male","One or two times  ","Yes",NA,"Agree",NA,"Never heard of it","Some Lessons","Agree","Agree",NA,"Agree",395.5523,457.0904,451.4547
"382887","Female","One or two times  ","Yes",NA,"Agree",NA,"Heard of it often","Some Lessons","Disagree","Disagree","Disagree","Agree",523.0643,528.6173,512.6259
"382888","Male","None  ","Yes",NA,"Agree",NA,"Never heard of it","Some Lessons","Agree","Agree","Disagree","Agree",493.3089,469.1196,478.7766
"382889","Male","One or two times  ","Yes","Agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,481.547,473.1293,489.1272
"382890","Male","None  ","Yes",NA,"Strongly disagree",NA,"Heard of it a few times","Most Lessons","Agree","Agree","Disagree","Disagree",669.2709,654.3689,612.4021
"382891","Female","One or two times  ","Yes","Agree",NA,"Sometimes","Heard of it a few times",NA,NA,NA,NA,NA,540.0452,584.7751,592.5401
"382892","Male","One or two times  ","Yes","Strongly agree","Strongly agree","Never or rarely",NA,"Some Lessons","Strongly disagree","Strongly agree","Strongly agree","Disagree",522.9086,562.9472,593.4726
"382893","Female","Three or four times  ","Yes","Strongly disagree","Strongly disagree","Never or rarely",NA,"Some Lessons","Disagree","Agree","Disagree","Strongly agree",449.7663,472.539,473.6479
"382894","Female","One or two times  ","No","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,495.49,480.1644,493.0436
"382895","Male","Five or more times  ","Yes","Agree","Strongly agree","Never or rarely",NA,"Some Lessons","Disagree","Strongly agree","Agree","Agree",436.9138,485.0783,432.4319
"382896","Male","None  ","Yes",NA,"Disagree",NA,"Heard of it often","Most Lessons","Agree","Agree","Agree","Agree",609.838,599.7565,645.9717
"382897","Male","One or two times  ","Yes","Disagree","Agree","Never or rarely",NA,"Every Lesson","Disagree","Agree","Disagree","Agree",422.5035,436.8814,444.461
"382898","Male","One or two times  ","Yes","Agree","Disagree","Never or rarely",NA,"Every Lesson","Agree","Agree","Agree","Agree",491.2058,363.9846,421.3353
"382899","Male","None  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,389.7102,375.292,440.1716
"382900","Female","Three or four times  ","Yes",NA,"Strongly agree",NA,"Heard of it often","Some Lessons","Disagree","Agree","Agree","Agree",404.51,446.5651,424.3193
"382901","Female","None  ","Yes","Disagree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,616.3032,570.398,597.2025
"382902","Female","None  ","Yes","Strongly agree",NA,"Never or rarely","Heard of it often",NA,NA,NA,NA,NA,651.3554,701.5386,639.4442
"382903","Female","None  ","Yes",NA,"Strongly agree",NA,"Heard of it a few times","Most Lessons","Disagree","Agree","Strongly disagree","Strongly agree",548.6135,578.6589,509.8284
"382904","Male","One or two times  ","Yes","Agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,368.7568,426.4561,409.959
"382905","Male","One or two times  ","No","Strongly agree","Agree","Never or rarely",NA,"Most Lessons","Agree","Agree","Strongly disagree","Agree",530.3085,507.613,506.4715
"382906","Male","Three or four times  ","Yes","Strongly agree","Disagree","Never or rarely",NA,"Some Lessons","Disagree","Agree","Disagree","Strongly agree",597.9202,509.1367,558.411
"382907","Female","None  ","Yes",NA,"Strongly agree",NA,"Know it well,  understand the concept","Never or Hardly Ever","Disagree","Strongly agree","Strongly agree","Strongly agree",464.4882,507.727,433.6442
"382908","Male","One or two times  ","Yes","Disagree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,502.5783,561.2631,560.8355
"382909","Female","None  ","Yes","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,626.5072,609.637,665.5539
"382910","Male","None  ","Yes","Agree","Agree","Never or rarely",NA,"Some Lessons","Agree","Agree","Disagree","Agree",603.9181,558.1355,607.0869
"382911","Female","One or two times  ","Yes",NA,"Strongly agree",NA,"Heard of it a few times","Most Lessons","Agree","Agree","Disagree","Disagree",553.365,580.6446,543.3047
"382912","Female","None  ","Yes",NA,"Strongly disagree",NA,"Heard of it often","Never or Hardly Ever","Disagree","Disagree","Disagree","Strongly agree",552.4303,556.1799,570.2536
"382913","Male","One or two times  ","Yes","Agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,539.1883,501.9994,576.7811
"382914","Female","None  ","No","Agree","Agree","Never or rarely",NA,"Never or Hardly Ever","Disagree","Agree","Disagree","Disagree",438.6275,442.0375,433.3644
"382915","Female","Three or four times  ","No","Strongly agree","Strongly agree","Sometimes",NA,"Most Lessons","Disagree","Disagree","Agree","Agree",326.5384,450.5366,420.3096
"382916","Female","None  ","Yes",NA,"Agree",NA,"Heard of it a few times","Most Lessons","Agree","Agree","Disagree","Agree",573.4616,553.7175,542.1858
"382917","Female","One or two times  ","Yes",NA,"Agree",NA,"Never heard of it","Most Lessons","Agree","Agree","Disagree","Agree",454.3621,499.2279,457.6091
"382918","Female","None  ","Yes",NA,"Disagree",NA,"Heard of it a few times","Most Lessons","Agree","Disagree","Disagree","Agree",620.1979,593.433,629.8396
"382919","Male","None  ","Yes","Agree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,495.5678,481.8705,499.2913
"382920","Female","None  ","Yes","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,451.2463,381.4317,381.7978
"382921","Female","Three or four times  ","Yes","Agree",NA,"Never or rarely","Heard of it a few times",NA,NA,NA,NA,NA,455.7641,588.9849,581.63
"382922","Female","None  ","No","Strongly disagree",NA,"Never or rarely","Never heard of it",NA,NA,NA,NA,NA,496.3468,516.4644,517.2883
"382923","Female","None  ","Yes",NA,"Strongly disagree",NA,"Never heard of it","Most Lessons","Agree","Agree","Disagree","Strongly agree",613.9663,565.7116,580.6975
"382924","Male","Five or more times  ","Yes",NA,"Disagree",NA,"Heard of it often","Most Lessons","Agree","Agree","Agree","Agree",515.7423,498.2302,511.6934
"382925","Female","None  ","Yes",NA,"Strongly agree",NA,"Heard of it often","Most Lessons","Agree","Agree","Strongly disagree","Agree",411.5984,582.1538,521.2048
"382926","Male","Three or four times  ","No",NA,"Strongly agree",NA,"Know it well,  understand the concept","Never or Hardly Ever","Agree","Agree","Agree","Agree",468.5387,519.0808,511.6934
"382927","Male","None  ","Yes","Agree",NA,"Never or rarely","Heard of it once or twice",NA,NA,NA,NA,NA,637.6461,621.409,661.9172
"382928","Male","One or two times  ","Yes","Strongly agree",NA,"Sometimes","Never heard of it",NA,NA,NA,NA,NA,626.9746,570.8864,584.4275
"382929","Female","None  ","Yes",NA,"Agree",NA,"Heard of it once or twice","Most Lessons","Agree","Agree","Disagree","Strongly agree",603.1391,680.0923,670.4961
"382930","Female","None  ","Yes","Agree","Disagree","Never or rarely",NA,"Most Lessons","Agree","Agree","Disagree","Agree",442.8338,493.6677,441.7568
"382931","Male","None  ","Yes","Agree","Disagree","Sometimes",NA,"Every Lesson","Agree","Agree","Disagree","Agree",619.1073,566.9569,570.8131
"382932","Female","None  ","Yes","Strongly agree","Disagree","Sometimes",NA,"Most Lessons","Disagree","Strongly agree","Disagree","Strongly agree",634.5303,622.8225,658.1872
"382933","Female","None  ","Yes","Disagree",NA,"Sometimes","Heard of it once or twice",NA,NA,NA,NA,NA,470.3303,525.2018,484.0918
